,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,index,namematch_collector,namematch_wikidata,namematch_distance
13828,Pittoni,,,,,,,,Pittoni,3,https://dr.jacq.org/DR057394,14659,Pittoni,"Pittoni, J.C.",0.56
13890,Poellnitz,,,,,,,,Poellnitz,3,https://herbarium.bgbm.org/object/B100460798,12370,Poellnitz,"Poellnitz, K.v.",0.56
14065,Prager,J.,,,,,,,"Prager, J.",2,https://herbarium.bgbm.org/object/B100176641,9352,"Prager, J.","Prager, J.C.",0.56
14496,Rasbach,H.,,,,,,,"Rasbach, H.",24,https://herbarium.bgbm.org/object/B200011805,4376,"Rasbach, H.","Rasbach, K.",0.56
14567,Rechinger,C.,,,,,,,"Rechinger, C.",2,https://herbarium.bgbm.org/object/B600004275,19445,"Rechinger, C.","Rechinger, L.",0.56
14568,Rechinger,F.,,,,,,,"Rechinger, F.",153,http://id.snsb.info/snsb/collection/476053/586302/257308,15343,"Rechinger, F.","Rechinger, L.",0.56
14582,Redinger,K.,,,,,,,"Redinger, K.",1,https://herbarium.bgbm.org/object/B600104582,1883,"Redinger, K.","Redinger, K.M.",0.56
14931,Rivera,A.,,,,,,,"Rivera, A.",9,https://herbarium.bgbm.org/object/B100039241,12699,"Rivera, A.","Rivera, J.",0.56
14940,Rivera,M.,,,,,,,"Rivera, M.",51,https://herbarium.bgbm.org/object/B100034758,10706,"Rivera, M.","Rivera, J.",0.56
15021,Rodriguez,D.,,,,,,,"Rodriguez, D.",7,http://id.snsb.info/snsb/collection/675443/736166/382197,18162,"Rodriguez, D.","Rodriguez, J.",0.56
15059,Roemer,,,,,,,,Roemer,7,https://herbarium.bgbm.org/object/B100217452,15650,Roemer,"Roemer, S.C.",0.56
15214,Rosselló,,,,,,,,Rosselló,44,https://herbarium.bgbm.org/object/B101132996,11022,Rosselló,"Rosselló, M.A.",0.56
15342,Ruhmer,,,,,,,,Ruhmer,5,http://id.snsb.info/snsb/collection/518553/641814/300122,15749,Ruhmer,"Ruhmer, G.F.",0.56
15349,Ruiz,C.,,,,,,,"Ruiz, C.",4,https://herbarium.bgbm.org/object/B101141536,19800,"Ruiz, C.","Ruiz, C.R.",0.56
15485,Sabatier,P.,,,,,,,"Sabatier, P.",1,https://herbarium.bgbm.org/object/B100157916,3763,"Sabatier, P.","Sabatier, D.",0.56
15529,Saikawa,Y.,,,,,,,"Saikawa, Y.",1,https://herbarium.bgbm.org/object/B101139073,1658,"Saikawa, Y.","Saikawa, M.",0.56
15643,Sandt,,,,,,,,Sandt,1,http://id.snsb.info/snsb/collection/22641/31419/22460,14233,Sandt,"Sandt, W.",0.56
15685,Santos,J.L.,,,,,,,"Santos, J.L.",1,https://herbarium.bgbm.org/object/B100517811,14920,"Santos, J.L.","Santos, J.",0.56
15805,Schaffner,J.G.,,,,,,,"Schaffner, J.G.",36,http://id.snsb.info/snsb/collection/463578/564917/242425,39,"Schaffner, J.G.","Schaffner, J.C.",0.56
16103,Schoknecht,T.,,,,,,,"Schoknecht, T.",6,https://herbarium.bgbm.org/object/B100414610,2438,"Schoknecht, T.","Schoknecht, J.D.",0.56
16167,Schroeder,I.,,,,,,,"Schroeder, I.",1,https://herbarium.bgbm.org/object/B100243727,4881,"Schroeder, I.","Schroeder, F.",0.56
16168,Schroeder,V.,,,,,,,"Schroeder, V.",1,http://id.snsb.info/snsb/collection/502346/623580/281136,15647,"Schroeder, V.","Schroeder, F.",0.56
16190,Schuchardt,F.,,,,,,,"Schuchardt, F.",1,https://je.jacq.org/JE00029300,19571,"Schuchardt, F.","Schuchardt, T.",0.56
16232,Schultze,H.,,,,,,,"Schultze, H.",1,https://herbarium.bgbm.org/object/B700001883,9410,"Schultze, H.","Schultze, W.",0.56
16744,Silva,A.L.,,,,,,,"Silva, A.L.",1,https://herbarium.bgbm.org/object/B100605836,10541,"Silva, A.L.","Silva, A.",0.56
16956,Soares,A.,,,,,,,"Soares, A.",2,https://herbarium.bgbm.org/object/B100086934,8871,"Soares, A.","Soares, G.",0.56
17032,Sonck,C.E.,,,,,,,"Sonck, C.E.",7,http://id.snsb.info/snsb/collection/119479/178278/120376,11637,"Sonck, C.E.","Sonck, C.",0.56
17121,Speke,,,,,,,,Speke,1,https://herbarium.bgbm.org/object/B100057343,12301,Speke,"Speke, J.H.",0.56
17141,Spindler,,,,,,,,Spindler,1,https://herbarium.bgbm.org/object/B300014818,3032,Spindler,"Spindler, M.(.P.",0.56
17146,Spire,C.J.,,,,,,,"Spire, C.J.",5,http://id.snsb.info/snsb/collection/645760/700820/351410,17475,"Spire, C.J.","Spire, C.",0.56
17261,Stefani,,,,,,,,Stefani,1,https://dr.jacq.org/DR046582,12093,Stefani,"Stefani, S.D.",0.56
17281,Steinbach,,,,,,,,Steinbach,2,https://herbarium.bgbm.org/object/B200124504,13155,Steinbach,"Steinbacher, J.",0.56
17415,Stolz,A.,,,,,,,"Stolz, A.",319,http://id.snsb.info/snsb/collection/15644/24362/15464,5303,"Stolz, A.","Stolz, A.F.",0.56
17535,Suard,,,,,,,,Suard,1,https://herbarium.bgbm.org/object/B100108829,20118,Suard,"Suard, V.",0.56
17584,Suringar,,,,,,,,Suringar,2,https://herbarium.bgbm.org/object/B180007526,15064,Suringar,"Suringar, J.V.",0.56
17685,Sándor,K.,,,,,,,"Sándor, K.",1,https://herbarium.bgbm.org/object/B100004338,5793,"Sándor, K.","Sándor, J.",0.56
17704,Tabaka,L.,,,,,,,"Tabaka, L.",2,https://herbarium.bgbm.org/object/B100030314,14327,"Tabaka, L.","Tabaka, L.V.",0.56
17736,Talbot,F.,,,,,,,"Talbot, F.",1,https://herbarium.bgbm.org/object/B100057174,5464,"Talbot, F.","Talbot, M.",0.56
17826,Taylor,H.C.,,,,,,,"Taylor, H.C.",5,http://id.snsb.info/snsb/collection/20472/29251/20292,4691,"Taylor, H.C.","Taylor, H.",0.56
18004,Thunberg,,,,,,,,Thunberg,1,http://id.snsb.info/snsb/collection/195221/479205/176997,8921,Thunberg,"Thunberg, C.P.",0.56
18094,Tocl,K.,,,,,,,"Tocl, K.",1,https://dr.jacq.org/DR064518,1519,"Tocl, K.","Tocl, K.C.",0.56
18182,Touton,D.,,,,,,,"Touton, D.",1,http://id.snsb.info/snsb/collection/407999/477288/191883,10736,"Touton, D.","Touton, J.",0.56
18364,Tzanoudakis,V.,,,,,,,"Tzanoudakis, V.",1,https://herbarium.bgbm.org/object/B100365758,8494,"Tzanoudakis, V.","Tzanoudakis, D.B.",0.56
18414,Uhlig,C.,,,,,,,"Uhlig, C.",35,https://herbarium.bgbm.org/object/B100002186,12788,"Uhlig, C.","Uhlig, J.",0.56
18582,Vargas,A.,,,,,,,"Vargas, A.",4,https://herbarium.bgbm.org/object/B101143471,9090,"Vargas, A.","Vargas, C.",0.56
18783,Vignole-Lutati,F.,,,,,,,"Vignole-Lutati, F.",2,https://herbarium.bgbm.org/object/B100263068,11817,"Vignole-Lutati, F.","Vignolo-Lutati, F.",0.56
18791,Vill,,,,,,,,Vill,2,http://id.snsb.info/snsb/collection/519404/642665/300973,2104,Vill,"Vill, A.",0.56
18869,Vogel,E.L.,,,,,,,"Vogel, E.L.",1,https://dr.jacq.org/DR046136,18847,"Vogel, E.L.","Vogel, E.",0.56
18922,Vordermann,,,,,,,,Vordermann,1,https://herbarium.bgbm.org/object/B180007739,18369,Vordermann,"Vorderman, A.",0.56
18926,Vorster,P.,,,,,,,"Vorster, P.",1,https://herbarium.bgbm.org/object/B600073884,4606,"Vorster, P.","Vorster, P.J.",0.56
613,Waalkes,Borssum,,,,,,,"Waalkes, Borssum",1,https://herbarium.bgbm.org/object/B101001982,261,"Waalkes, Borssum","Waalkes, Jan van Borssum",0.56
19096,Wangenheim,F.A.J.,,von,,,,,"Wangenheim, F.A.J.",2,http://id.snsb.info/snsb/collection/445676/546072/228576,16503,"Wangenheim, F.A.J.","Wangenheim, F.A.J.v.",0.56
19153,Watson,M.,,,,,,,"Watson, M.",35,https://herbarium.bgbm.org/object/B100356896,5435,"Watson, M.","Watson, M.C.",0.56
19166,Webb,,,,,,,,Webb,2,https://je.jacq.org/JE04009550,6692,Webb,"Webb, A.",0.56
19416,Wied-Neuwied,M.,,,,,,,"Wied-Neuwied, M.",3,https://herbarium.bgbm.org/object/B200132796,6995,"Wied-Neuwied, M.","Wied-Neuwied, P.M.o.",0.56
19502,Wiley,,,,,,,,Wiley,1,https://herbarium.bgbm.org/object/B200154890a,4048,Wiley,"Wiley, H.",0.56
19578,Wimmer,F.,,,,,,,"Wimmer, F.",10,https://je.jacq.org/JE00006021,16357,"Wimmer, F.","Wimmer, F.E.",0.56
19645,Wobst,,,,,,,,Wobst,15,https://dr.jacq.org/DR010174,16818,Wobst,"Wobst, K.A.",0.56
19679,Wolfner,V.,,,,,,,"Wolfner, V.",1,https://je.jacq.org/JE00007097,10627,"Wolfner, V.","Wolfner, W.",0.56
19917,Zapater,B.,,,,,,,"Zapater, B.",1,https://herbarium.bgbm.org/object/B100241527,4053,"Zapater, B.","Zapater, M.",0.56
20133,dagher-Kharrat,M. Bou,,,,,,,"dagher-Kharrat, M. Bou",2,https://herbarium.bgbm.org/object/B100517439,2367,"dagher-Kharrat, M. Bou","Dagher-Kharrat, M.B.",0.56
20156,Özkan,E.,,,,,,,"Özkan, E.",3,https://herbarium.bgbm.org/object/B100113414,11870,"Özkan, E.","Özkan, M.",0.56
4,Abarca,R.,,,,,,,"Abarca, R.",1,https://herbarium.bgbm.org/object/B101153811,4888,"Abarca, R.","Abarca, L.",0.57
53,Acosta,R.,,,,,,,"Acosta, R.",13,https://herbarium.bgbm.org/object/B100041736,5066,"Acosta, R.","Acosta, G.",0.57
265,Alfaro,J.,,,,,,,"Alfaro, J.",1,https://herbarium.bgbm.org/object/B101144475,11217,"Alfaro, J.","Alfaro, E.",0.57
266,Alfaro,M.,,,,,,,"Alfaro, M.",20,https://herbarium.bgbm.org/object/B101112417,4335,"Alfaro, M.","Alfaro, E.",0.57
317,Altmann,N.,,,,,,,"Altmann, N.",6,https://herbarium.bgbm.org/object/B100597458,2518,"Altmann, N.","Altmann, P.",0.57
368,Ammann,E.,,,,,,,"Ammann, E.",5,http://id.snsb.info/snsb/collection/118252/177052/119266,12283,"Ammann, E.","Ammann, M.",0.57
394,Anderson,E.L.,,,,,,,"Anderson, E.L.",1,http://id.snsb.info/snsb/collection/474338/584106/255565,421,"Anderson, E.L.","Anderson, E.",0.57
395,Anderson,G.,,,,,,,"Anderson, G.",1,http://id.snsb.info/snsb/collection/670421/729915/376744,4328,"Anderson, G.","Anderson, J.",0.57
396,Anderson,H.,,,,,,,"Anderson, H.",1,https://herbarium.bgbm.org/object/B100172760,19578,"Anderson, H.","Anderson, J.",0.57
400,Anderson,S.,,,,,,,"Anderson, S.",1,https://herbarium.bgbm.org/object/B100186772,17670,"Anderson, S.","Anderson, J.",0.57
462,Angulo,D.,,,,,,,"Angulo, D.",24,https://herbarium.bgbm.org/object/B100207929,8276,"Angulo, D.","Angulo, D.F.",0.57
725,Autran,E.J.B.,,,,,,,"Autran, E.J.B.",2,https://herbarium.bgbm.org/object/B100153091,14269,"Autran, E.J.B.","Autran, E.",0.57
928,Barbosa,E.,,,,,,,"Barbosa, E.",14,https://herbarium.bgbm.org/object/B100005623,14474,"Barbosa, E.","Barbosa, C.",0.57
1077,Baumann,M.,,,,,,,"Baumann, M.",3,https://dr.jacq.org/DR054787,6391,"Baumann, M.","Baumann, H.",0.57
1118,Beadle,C.D.,,,,,,,"Beadle, C.D.",1,http://id.snsb.info/snsb/collection/460586/561434/239388,14714,"Beadle, C.D.","Beadle, C.",0.57
1252,Bennecke,F.,,,,,,,"Bennecke, F.",1,https://herbarium.bgbm.org/object/B180000403,1659,"Bennecke, F.","Benecke, F.",0.57
1309,Bergius,M.,,,,,,,"Bergius, M.",3,https://dr.jacq.org/DR048402,10833,"Bergius, M.","Bergius, B.",0.57
1314,Bergman,S.,,,,,,,"Bergman, S.",1,https://je.jacq.org/JE04007077,18311,"Bergman, S.","Bergman, F.",0.57
1485,Billberg,,,,,,,,Billberg,1,https://herbarium.bgbm.org/object/B100244475,8072,Billberg,"Billberg, J.I.",0.57
1702,Bojer,M.,,,,,,,"Bojer, M.",1,https://herbarium.bgbm.org/object/B100057200,2223,"Bojer, M.","Bojer, W.",0.57
1828,Bornemann,V.,,,,,,,"Bornemann, V.",1,https://je.jacq.org/JE00022046,5913,"Bornemann, V.","Bornemann, F.",0.57
1849,Bory,,,,,,,,Bory,3,https://herbarium.bgbm.org/object/BW20149010,12313,Bory,"Bory, L.",0.57
1874,Botschantzev,,,,,,,,Botschantzev,1,https://herbarium.bgbm.org/object/B100629867,1871,Botschantzev,"Botschantzeva, Z.",0.57
2115,Brock,J.,,,,,,,"Brock, J.",1,https://je.jacq.org/JE00017859,5564,"Brock, J.","Brock, J.R.",0.57
2175,Bruijn,J.,,de,,,,,"Bruijn, J.",6,https://herbarium.bgbm.org/object/B100048326,6563,"Bruijn, J.","Bruijn, A.A.",0.57
2253,Buchholz,J.H.,,,,,,,"Buchholz, J.H.",3,https://herbarium.bgbm.org/object/B100571394,8472,"Buchholz, J.H.","Buchholz, J.T.",0.57
2266,Buck,,,,,,,,Buck,6,https://herbarium.bgbm.org/object/B100124042,18231,Buck,"Buck, E.",0.57
2305,Bulley,A.K.,,,,,,,"Bulley, A.K.",2,https://herbarium.bgbm.org/object/B100526535,18596,"Bulley, A.K.","Bulley, A.",0.57
2315,Bunting,G.,,,,,,,"Bunting, G.",7,https://herbarium.bgbm.org/object/B100248193,19061,"Bunting, G.","Bunting, G.S.",0.57
2590,Callier,A.,,,,,,,"Callier, A.",132,http://id.snsb.info/snsb/collection/196375/483017/178148,10591,"Callier, A.","Callier, A.S.",0.57
2601,Calvin,,,,,,,,Calvin,1,https://herbarium.bgbm.org/object/B100542434,17013,Calvin,"Calvin, C.L.",0.57
2709,Carillo,M.,,,,,,,"Carillo, M.",1,https://herbarium.bgbm.org/object/B100207075,13042,"Carillo, M.","Carrillo, M.",0.57
2997,Chauvet,F.,,,,,,,"Chauvet, F.",2,https://herbarium.bgbm.org/object/B100394110,4726,"Chauvet, F.","Chauvet, E.",0.57
3377,Cornejo,F.,,,,,,,"Cornejo, F.",1,https://herbarium.bgbm.org/object/B100157479,13852,"Cornejo, F.","Cornejo, P.",0.57
3390,Correns,C.E.,,,,,,,"Correns, C.E.",3,https://herbarium.bgbm.org/object/B100068955,7079,"Correns, C.E.","Correns, C.",0.57
3415,Costea,G.,,,,,,,"Costea, G.",1,https://herbarium.bgbm.org/object/B100092989,18451,"Costea, G.","Costea, M.",0.57
3499,Crozier,F.,,,,,,,"Crozier, F.",12,https://herbarium.bgbm.org/object/B100141809,17260,"Crozier, F.","Crozier, B.",0.57
3694,Daniels,T.,,,,,,,"Daniels, T.",1,https://herbarium.bgbm.org/object/B100474954,2120,"Daniels, T.","Daniels, J.",0.57
3901,Detharding,,,,,,,,Detharding,2,https://herbarium.bgbm.org/object/BW17100010,4187,Detharding,"Detharding, G.G.",0.57
4017,Dixon,D.,,,,,,,"Dixon, D.",1,https://herbarium.bgbm.org/object/B100543137,7585,"Dixon, D.","Dixon, M.",0.57
4463,Eggers,J.,,,,,,,"Eggers, J.",4,https://je.jacq.org/JE04009335,7544,"Eggers, J.","Eggers, H.",0.57
4581,Elías,H.E.,,,,,,,"Elías, H.E.",3,https://herbarium.bgbm.org/object/B100041354,10407,"Elías, H.E.","Elías, H.",0.57
4872,Faurie,,,,,,,,Faurie,7,https://herbarium.bgbm.org/object/B100295546,13153,Faurie,"Faurie, U.",0.57
4953,Fernandez,C.,,,,,,,"Fernandez, C.",1,https://herbarium.bgbm.org/object/B100121015,8177,"Fernandez, C.","Fernandez, J.",0.57
5038,Filatova,N.,,,,,,,"Filatova, N.",1,https://herbarium.bgbm.org/object/B100186000,953,"Filatova, N.","Filatova, N.S.",0.57
5495,Förther,E.,,,,,,,"Förther, E.",1,https://herbarium.bgbm.org/object/B100844239,8860,"Förther, E.","Förther, H.",0.57
5579,Galán,J.,,,,,,,"Galán, J.",5,https://herbarium.bgbm.org/object/B100769138,6446,"Galán, J.","Galán, M.",0.57
5611,Gančev,S.,,,,,,,"Gančev, S.",1,https://dr.jacq.org/DR057955,13703,"Gančev, S.","Gančev, S.P.",0.57
5626,Garcia,E.,,,,,,,"Garcia, E.",1,https://herbarium.bgbm.org/object/B100710994,15775,"Garcia, E.","Garcia, M.",0.57
5673,Garnier,A.,,,,,,,"Garnier, A.",9,https://je.jacq.org/JE00003403,13411,"Garnier, A.","Garnier, M.",0.57
5734,Gebauer,N.,,,,,,,"Gebauer, N.",2,https://herbarium.bgbm.org/object/B200120915,17976,"Gebauer, N.","Gebauer, R.",0.57
5853,Geyer,A.,,,,,,,"Geyer, A.",3,https://herbarium.bgbm.org/object/B1005589461,12812,"Geyer, A.","Geyer, M.",0.57
5907,Gifri,A. N. Al,,,,,,,"Gifri, A. N. Al",1,https://herbarium.bgbm.org/object/B101100469,18004,"Gifri, A. N. Al","Al-Gifri, A.N.",0.57
6015,Godron,,,,,,,,Godron,1,https://herbarium.bgbm.org/object/B200108274,1787,Godron,"Godron, D.A.",0.57
6113,Gonzáles,C.,,,,,,,"Gonzáles, C.",1,https://herbarium.bgbm.org/object/B100740196,6582,"Gonzáles, C.","Gonzáles, P.",0.57
6115,Gonzáles,L.,,,,,,,"Gonzáles, L.",3,https://je.jacq.org/JE00025790,5425,"Gonzáles, L.","Gonzáles, L.G.",0.57
6159,Gordon,H.,,,,,,,"Gordon, H.",1,https://herbarium.bgbm.org/object/B180012408,20186,"Gordon, H.","Gordon, J.",0.57
6213,Graf,M.,,,,,,,"Graf, M.",2,https://herbarium.bgbm.org/object/B700003721,1204,"Graf, M.","Graf, Ž.",0.57
6221,Granados,I.,,,,,,,"Granados, I.",7,https://herbarium.bgbm.org/object/B101046994,13833,"Granados, I.","Granados, M.",0.57
6247,Granville,J.J.,,,,,,,"Granville, J.J.",8,https://herbarium.bgbm.org/object/B100630446,13791,"Granville, J.J.","Granville, J.d.",0.57
6260,Grau,,,,,,,,Grau,1,https://herbarium.bgbm.org/object/B100365495,16751,Grau,"Grau, J.",0.57
6284,Greene,E.,,,,,,,"Greene, E.",1,https://herbarium.bgbm.org/object/B100093184,5557,"Greene, E.","Greene, E.L.",0.57
6453,Guevara,T.,,,,,,,"Guevara, T.",1,https://herbarium.bgbm.org/object/B100426790,9936,"Guevara, T.","Guevara, L.",0.57
6546,Gutteridge,R.L.,,,,,,,"Gutteridge, R.L.",2,https://herbarium.bgbm.org/object/B100124186,16133,"Gutteridge, R.L.","Gutteridge, R.J.",0.57
6724,Hahne,A.,,,,,,,"Hahne, A.",2,https://dr.jacq.org/DR048981,19804,"Hahne, A.","Hahne, A.H.",0.57
6744,Hall,,,,,,,,Hall,1,https://dr.jacq.org/DR051471,19635,Hall,"Hall, J.",0.57
6763,Halling,R.E.,,,,,,,"Halling, R.E.",1,https://je.jacq.org/JE04003666,16793,"Halling, R.E.","Halling, R.",0.57
6789,Hammel,B.,,,,,,,"Hammel, B.",748,https://herbarium.bgbm.org/object/B100141888,2926,"Hammel, B.","Hammel, B.E.",0.57
6899,Harmsen,G.,,,,,,,"Harmsen, G.",1,https://herbarium.bgbm.org/object/B600103872,9679,"Harmsen, G.","Harmsen, L.",0.57
6911,Harriss,S.A.,,,,,,,"Harriss, S.A.",4,https://herbarium.bgbm.org/object/B100068743,4674,"Harriss, S.A.","Harris, S.A.",0.57
6973,Hatami,E.,,,,,,,"Hatami, E.",1,https://herbarium.bgbm.org/object/B101115550,9346,"Hatami, E.","Hatami, A.",0.57
7017,Hausmann,F.,,,,,,,"Hausmann, F.",4,https://herbarium.bgbm.org/object/B100296949,14453,"Hausmann, F.","Hausmann, F.v.",0.57
7182,Hellwig,,,,,,,,Hellwig,22,https://herbarium.bgbm.org/object/B101149273,18880,Hellwig,"Hellwig, F.C.",0.57
7188,Helme,N.,,,,,,,"Helme, N.",1,https://herbarium.bgbm.org/object/B100711214,3408,"Helme, N.","Helme, N.A.",0.57
7228,Henn,,,,,,,,Henn,1,https://herbarium.bgbm.org/object/B100327511,3185,Henn,"Henn, K.",0.57
7272,Hepp,,,,,,,,Hepp,4,http://id.snsb.info/snsb/collection/519253/642514/300822,10,Hepp,"Hepp, E.",0.57
7352,Herrera,M.,,,,,,,"Herrera, M.",1,https://herbarium.bgbm.org/object/B100526320,4758,"Herrera, M.","Herrera, M.Á.O.",0.57
7406,Hesselbo,C.A.,,,,,,,"Hesselbo, C.A.",3,https://je.jacq.org/JE04002512,11280,"Hesselbo, C.A.","Hesselbo, A.",0.57
7466,Hiesey,W.M.,,,,,,,"Hiesey, W.M.",1,https://herbarium.bgbm.org/object/B100557360,16445,"Hiesey, W.M.","Hiesey, W.",0.57
7480,Hilger,H.,,,,,,,"Hilger, H.",1,https://je.jacq.org/JE00025330,721,"Hilger, H.","Hilger, H.H.",0.57
7535,Hippe,,,,,,,,Hippe,10,https://dr.jacq.org/DR046192,6733,Hippe,"Hippe, E.L.",0.57
7543,Hirzel,H.,,,,,,,"Hirzel, H.",1,https://herbarium.bgbm.org/object/B100841380,4905,"Hirzel, H.","Hirzel, R.",0.57
7560,Hochstetter,C.,,,,,,,"Hochstetter, C.",5,http://id.snsb.info/snsb/collection/111422/170200/112488,15437,"Hochstetter, C.","Hochstetter, C.F.F.",0.57
7568,Hodge,W.,,,,,,,"Hodge, W.",1,https://herbarium.bgbm.org/object/B100755115,1503,"Hodge, W.","Hodge, W.H.",0.57
7572,Hodgson,A.L.,,,,,,,"Hodgson, A.L.",1,https://je.jacq.org/JE04003685,1459,"Hodgson, A.L.","Hodgson, M.",0.57
7651,Hollermayer,P.A.,,,,,,,"Hollermayer, P.A.",6,https://je.jacq.org/JE04009169,17887,"Hollermayer, P.A.","Hollermayer, A.",0.57
7674,Holmes,C.M.,,,,,,,"Holmes, C.M.",1,https://herbarium.bgbm.org/object/B180003353,12903,"Holmes, C.M.","Holmes, C.",0.57
7751,Hora,,,,,,,,Hora,1,https://herbarium.bgbm.org/object/B101206050,4648,Hora,"Hora, P.",0.57
7775,Hornung,,,,,,,,Hornung,5,https://herbarium.bgbm.org/object/B100089697,3377,Hornung,"Hornung, E.G.",0.57
7919,Hurtado,F.,,,,,,,"Hurtado, F.",3,https://herbarium.bgbm.org/object/B100740050,6034,"Hurtado, F.","Hurtado, C.",0.57
7921,Hurtado,P.,,,,,,,"Hurtado, P.",32,https://herbarium.bgbm.org/object/B101112216,11083,"Hurtado, P.","Hurtado, C.",0.57
8034,Ibarra,G.,,,,,,,"Ibarra, G.",1,https://herbarium.bgbm.org/object/B100629435,12975,"Ibarra, G.","Ibarra, L.",0.57
8035,Ibarra,R.,,,,,,,"Ibarra, R.",55,https://herbarium.bgbm.org/object/B100036497,14761,"Ibarra, R.","Ibarra, L.",0.57
8214,Jaeger,M.,,,,,,,"Jaeger, M.",3,http://id.snsb.info/snsb/collection/501230/622449/280033,16376,"Jaeger, M.","Jaeger, P.",0.57
8472,Jonsson,M.,,,,,,,"Jonsson, M.",1,https://herbarium.bgbm.org/object/B101137399,5684,"Jonsson, M.","Jonsson, L.",0.57
8584,Jönsson,L.,,,,,,,"Jönsson, L.",7,https://herbarium.bgbm.org/object/B101137315,1717,"Jönsson, L.","Jónsson, H.",0.57
8828,Kelly,J.,,,,,,,"Kelly, J.",1,https://herbarium.bgbm.org/object/B100647400,16764,"Kelly, J.","Kelly, J.W.",0.57
8908,Khek,E.,,,,,,,"Khek, E.",4,https://dr.jacq.org/DR051785,1159,"Khek, E.","Khek, E.J.",0.57
9321,Kováts,F.,,,,,,,"Kováts, F.",11,http://id.snsb.info/snsb/collection/408223/477512/192107,2072,"Kováts, F.","Kováts, G.",0.57
9455,Krocker,,,,,,,,Krocker,1,https://dr.jacq.org/DR071361,13958,Krocker,"Krocker, A.J.",0.57
9492,Krylov,P.N.,,,,,,,"Krylov, P.N.",6,https://dr.jacq.org/DR068488,19630,"Krylov, P.N.","Krylov, P.",0.57
9609,Kurt,,,,,,,,Kurt,1,https://dr.jacq.org/DR063635,6770,Kurt,"Kurt, L.",0.57
9626,Kusnezow,N.I.,,,,,,,"Kusnezow, N.I.",3,https://herbarium.bgbm.org/object/B100327773,1988,"Kusnezow, N.I.","Kusnezow, N.M.",0.57
9646,Kwiatkowski,R.,,,,,,,"Kwiatkowski, R.",1,https://herbarium.bgbm.org/object/B100300605,15905,"Kwiatkowski, R.","Kwiatkowski, I.B.",0.57
9732,L'Abbé,M.,,,,,,,"L'Abbé, M.",1,https://herbarium.bgbm.org/object/B100521661,11798,"L'Abbé, M.","Labbé, É.",0.57
9741,Labillardière,J.J.H.,,,,,,,"Labillardière, J.J.H.",79,http://id.snsb.info/snsb/collection/464605/566179/243451,10991,"Labillardière, J.J.H.","Labillardière, J.",0.57
9915,Larson,J.,,,,,,,"Larson, J.",1,https://herbarium.bgbm.org/object/B600046514,1586,"Larson, J.","Larson, J.E.",0.57
10004,Lea,,,,,,,,Lea,1,https://herbarium.bgbm.org/object/B101157212,19165,Lea,"Lea, E.",0.57
10288,Libert,M.-A.,,,,,,,"Libert, M.-A.",2,https://je.jacq.org/JE00014503,530,"Libert, M.-A.","Libert, M.",0.57
10359,Lindblad,P.,,,,,,,"Lindblad, P.",1,https://herbarium.bgbm.org/object/B100356957,12396,"Lindblad, P.","Lindblad, M.A.",0.57
10378,Lindhard,E.,,,,,,,"Lindhard, E.",17,http://id.snsb.info/snsb/collection/474180/583948/255407,5208,"Lindhard, E.","Lindhard, J.",0.57
10391,Lindner,E.,,,,,,,"Lindner, E.",1,https://je.jacq.org/JE00004919,10899,"Lindner, E.","Lindner, P.",0.57
10392,Lindner,G.,,,,,,,"Lindner, G.",2,https://dr.jacq.org/DR057770,18109,"Lindner, G.","Lindner, P.",0.57
10560,Lorence,D.,,,,,,,"Lorence, D.",5,https://herbarium.bgbm.org/object/B100159647,17550,"Lorence, D.","Lorence, D.H.",0.57
10565,Lorentz,P.,,,,,,,"Lorentz, P.",2,https://herbarium.bgbm.org/object/B100506854,17565,"Lorentz, P.","Lorentz, P.G.",0.57
10638,Lucas,G.,,,,,,,"Lucas, G.",1,https://herbarium.bgbm.org/object/B100202101,11859,"Lucas, G.","Lucas, G.L.",0.57
10659,Ludwig,T.,,,,,,,"Ludwig, T.",1,https://dr.jacq.org/DR057048,6054,"Ludwig, T.","Ludwig, A.",0.57
10789,López,J.D.,,,,,,,"López, J.D.",4,https://herbarium.bgbm.org/object/B100040511,17030,"López, J.D.","López, J.",0.57
10790,López,J.L.,,,,,,,"López, J.L.",1,https://herbarium.bgbm.org/object/B100775189,8635,"López, J.L.","López, J.",0.57
10793,López,M.,,,,,,,"López, M.",19,https://herbarium.bgbm.org/object/B100016192,17091,"López, M.","López, M.L.",0.57
10945,Maiden,,,,,,,,Maiden,6,https://herbarium.bgbm.org/object/B100367290,14707,Maiden,"Maiden, J.H.",0.57
11084,Manzanares,R.,,,,,,,"Manzanares, R.",2,https://herbarium.bgbm.org/object/B200220217,3506,"Manzanares, R.","Manzanares, J.M.",0.57
11135,Mariz,J.,,,,,,,"Mariz, J.",1,https://dr.jacq.org/DR051386,17575,"Mariz, J.","Mariz, J.d.",0.57
11202,Martinelli,C.,,,,,,,"Martinelli, C.",2,https://herbarium.bgbm.org/object/B100217274,4001,"Martinelli, C.","Martinelli, G.",0.57
11390,Maximova,M.M.,,,,,,,"Maximova, M.M.",1,https://je.jacq.org/JE00009337,9743,"Maximova, M.M.","Maximova, M.I.",0.57
